date;time;tweet;hashtags;polarity;subjectivity;sentiment
08/09/2020;23:35:41;We appeal to the Government of India and the State Government Now decide to open schools in this explosive period of covid-19 so that the bright future of our country can also be in crisis ;[];0.23333333333333336;0.4749999999999999;1.0
08/09/2020;23:35:40;Covid-19 gets free MAGAt caps it's his best supporter ;[];0.7;0.55;1.0
08/09/2020;23:35:40;Officials linked at least 11 COVID-19 cases to a University of New Hampshire frat party attended  … via ;[];-0.08181818181818182;0.42727272727272725;-1.0
08/09/2020;23:35:40; Científicos de la ya desmintieron y explicaron que el cobre no mata el virus del ;['#unam', '#covid19'];0.0;0.0;0.0
08/09/2020;23:35:40; will be bailout at least from HC because 1-Adv Shri S Manshinde Ji is highly efficient 2-No more introgation is required 3- SC directive to bail people due to Covid19 & generic order judgement that bail is right and jail is last option 4-Rhea is not going to runaway;['#rhea'];0.05258928571428571;0.30217261904761905;1.0
08/09/2020;23:35:40;If you see persons or businesses violating emergency orders you can report it by calling 305-4-POLICE or pay up Si ve a personas o negocios violando las ordenes de emergencia puede reportarlo llamando al 305-4-POLICE ;['#maskup', '#usesumascara', '#covid19'];0.0;0.0;0.0
08/09/2020;23:35:40;Her gün eve geliyor Kapıyı açmıyorum ben utanıyorum onlar anlamıyor Türkiyede Covid-19 da Corona da var olmamış gibi Geri zekalıkta level atladık!;['#aşure'];0.0;0.25;0.0
08/09/2020;23:35:40;Are you sure you passed that test you said you nailed? It’s called COVID-19 not the China virus I think you have memory loss ;[];0.5;0.8888888888888888;1.0
08/09/2020;23:35:40;U S Senate to vote on COVID-19 aid as soon as this week - McConnell ;['#paisaaanewalahai'];0.0;0.0;0.0
08/09/2020;23:35:39;“The man who does not read has no advantage over the man who cannot read ” Join us as we celebrate Literacy ;['#internationalliteracyday', '#repost', '#covid19'];0.0;0.0;0.0
08/09/2020;23:35:39;Noticias Covid-19 Sanofi y GSK inician ensayos clínicos en seres humanos de una potencial vacuna  …;[];0.0;1.0;0.0
08/09/2020;23:35:39;Luke I'm sorry you're a lovely person who doesn't deserve to be loathed ;[];0.0;0.875;0.0
08/09/2020;23:35:39; Ontario Nurses’ Association says Toronto Rehab RN Lay-offs Are “Reckless and Foolish” as Second Wave of COVID-19 Looms  …;['#fordnation', '#onpoli', '#ontarionurses', '#ontariohealthcare'];0.0;0.0;0.0
08/09/2020;23:35:39; Media after listening to renown Dr Malcolm Kendrick eNCA interview on why a Vaccine for Covid 19 CANNOT logically be mandatory you will agree that those who push for it must be on Gavi's payroll or bribed or both  ;[];0.25;0.25;1.0
08/09/2020;23:35:39; La única manera de combatir la y disminuir contagios es cuidándonos  Usa cubrebocas Lavado frecuente de manos Sana Distancia Juntas y ;['#semáforonaranja', '#covid19', '#protégeteyprotegealosdemás', '#juntosvamosasaliradelante', '#123portodxs'];0.19999999999999998;0.6;1.0
08/09/2020;23:35:39;What are you talking about? Losing money? Covid-19? It wouldn't be unusual for you to dump money into something that is failing Have you bankrupted your campain fund?;[];0.2;1.0;1.0
08/09/2020;23:35:38; | Información dudosa sobre el Covid-19 cuando la desinformación procede de las fuentes oficiales Léelo en  …;['#covid19', '#fakenews'];-0.8;0.9;-1.0
08/09/2020;23:35:38;Fans at cricket ground enjoy watching during pandemic ;['#kabul', '#covid19', '#cricket', '#afghanistan'];0.4;0.5;1.0
08/09/2020;23:35:37;How COVID-19 created the Generation N consumer in 90 days  …;['#fintechportugal', '#fintechpartners', '#ftp', '#fintech', '#portugal'];0.0;0.0;0.0
08/09/2020;23:35:37; time shhhhhhh $ALST will be one of the years best stocks Get in where u can ;['#secret', '#covid19', '#otcmarkets'];1.0;0.3;1.0
08/09/2020;23:35:37;Düşünsenize bu nesilden öncekiler pandemi nedir bilmiyordu bile Ama şimdi küçük cocukların bile dilinde Sağlık belki de yeni nesilin hayatında herşeyden ön planda olacak İş ve sosyal yaşam ikinci planda olacak Herşey olabilir ;['#covid_19', '#coronasonrasi', '#corona'];0.08989898989898991;0.30707070707070705;1.0
08/09/2020;23:35:37;What will change really? absolutely nothing exactly like what teacher striking does but this time with a lil pinch of Covid-19 add to the mix If these kids dont stay in school I will really start to worry about my retirement ;['#scholarstrikecanada'];0.2875;0.5875;1.0
08/09/2020;23:35:37;Sorry because I know the target of this tweet will never see this but you are either consciously lying for the wannabe Mussolini or you are stupid Just because you are in power now doesn’t mean you won’t be shunned come January Check yourself- No COVID 19 b4 Trump!;[];-0.39765625;0.796875;-1.0
08/09/2020;23:35:37;Wow  …;['#covid19', '#scamdemicisover'];0.1;1.0;1.0
08/09/2020;23:35:37;Hydroxychloroquine Reduces Risk Of Death From COVID-19 By 30% Italian Study Shows  …;[];0.0;0.0;0.0
08/09/2020;23:35:37;Prov San Antonio SEREMI de Salud de la Región de Valparaíso reportó 24 casos nuevos de Covid-19 en la Provincia De los 24 casos nuevos 14 son de San Antonio 5 de El Quisco 3 de El Tabo 2 de Cartagena  Más detalles aquí http radiopuntohits cl phits ?p 542  ;[];0.25757575757575757;0.4696969696969697;1.0
08/09/2020;23:35:36;Evidence-Based Substance Use Prevention Programs Provided Remotely to Youth and Young Adults During COVID-19  …;[];0.0;0.30000000000000004;0.0
08/09/2020;23:35:36;Y esta tarde hace 5 minutos otra vez Ya veo que no os interesa el tema mucho Después hablaremos acerca de la responsabilidad de llevar mascarilla por no hablar del consumo de drogas entre los jóvenes ¡Gracias por vuestro trabajo! ;['#covid_19', '#cerdanyola'];-0.04166666666666666;0.30833333333333335;-1.0
08/09/2020;23:35:36;Tune in to on at 8pm tonight for a programme focused on the physical and psychological aftermath of & the pressure on rehabilitation services with a contribution from Professor Lynne Turner-Stokes  … ;['#fileon4', '#covid19'];0.0;0.12142857142857143;0.0
08/09/2020;23:35:36;La provincia de Cádiz supera los cien pacientes hospitalizados por Covid-19  ;[];0.0;0.0;0.0
08/09/2020;23:35:36;contracted Covid they would most likely still be alive today Covid-19 is was the lethal contributor ;[];0.19999999999999998;0.6333333333333333;1.0
08/09/2020;23:35:36;Covid-19 el gráfico que muestra el riesgo de contagio de coronavirus según la actividad que hagas  … vía ;[];0.0;0.0;0.0
08/09/2020;23:35:35;GENOSIDA GAYA BARU PILKADA SERENTAK!¹⁵⁵ Pilkada berpotensi jadi klaster baru Covid-19 dengan jutaan pasien korban baru ;['#jokowidalangkehancuran', '#jokowidalangkehancuran'];0.1077651515151515;0.4439393939393939;1.0
08/09/2020;23:35:35;I fixed it for you **Unchecked authoritarianism** has taken infinitely more lives than COVID-19 ever could  …;[];0.3;0.35;1.0
08/09/2020;23:35:35;Son 24 saatte 1761 tanı konuldu 52 kişi hayatını kaybetti  … ;['#fahrettinkoca', '#covid_19', '#coronavirus'];0.0;0.06666666666666667;0.0
08/09/2020;23:35:35;emora_b if you want to see a must have zapier app checkout http www speechtrans com  on sale 90% off curing covid-19 1303360419030020096;[];0.0;0.0;0.0
08/09/2020;23:35:35;"Gösteri filan yok sadece selamlama uçuşu onun da saati belirsiz 10 30 dendi ama kesin değil Sebep de ve halkın bir araya gelmesi ve toplanması sakıncalıymış Malazgirt kutlamalarında gösteri yapmaksa ""Sakıncasız"" Emir çelikten kanatları da kesermiş ya pes doğrusu  …";['#covid19'];-0.125;0.9444444444444444;-1.0
08/09/2020;23:35:34;Infórmate - Covid-19 - Perú - 07 09 2020 - 1 2  …;[];0.0;0.0;0.0
08/09/2020;23:35:34;Use code eats-hvsba to get a 15£ discount off a 20£ order If you have already ordered make a new account and order there! ;['#ubereats', '#ubereatspromocode', '#ubereatsuk', '#mondaythoughts', '#quarantine', '#coronavirusuk', '#coronavirus', '#covid19', '#covid19uk', '#backtowork', '#promocode', '#fortnite', '#expo'];0.17045454545454544;0.45454545454545453;1.0
08/09/2020;23:35:34;Classic cars shine in the sun at a past car show In a season impacted by COVID-19 restrictions many car enthusiasts barely took their classics out if at all I’m sure they are all hoping for a better 2021 season …  …;[];0.24444444444444444;0.4009259259259259;1.0
08/09/2020;23:35:34;Bugün 110 000’den fazla test yapıldı ve 1 761 yeni hasta tespit edildi Ağır hasta sayımız artmaya devam ediyor Kayıplarımız can yakıyor Bu durumu durduracak olan birlikte tedbirlere uymaktır Güç birlikte tedbirde ;['#covid19', '#gelibolu', '#geliboluda'];-0.09924242424242423;0.6303030303030303;-1.0
08/09/2020;23:35:33; A taxa de transmissão (Rt) da covid-19 no Brasil subiu esta semana e voltou aos patamares de descontrole da doença Na nova avaliação do Imperial College de Londres o índice é de 1 ou seja está no limiar dos níveis de descontrole Isso significa que cada infectado [ ] ;[];0.36818181818181817;0.7022727272727273;1.0
08/09/2020;23:35:33;Said the guy who said that was a hoax and now there are 190 000 American citizen dead thousands of them unnecessarily ;['#covid19'];-0.20000000000000004;0.43333333333333335;-1.0
08/09/2020;23:35:33;COVID-19 Ciclista angaria dois mil euros para lar de Reguengos de Monsaraz http dlvr it RgCcp6 ;[];0.0;0.0;0.0
08/09/2020;23:35:33;doktorlar için covid-19 meslek hastalığı olarak kabul edilecek mi?;[];0.0;0.0;0.0
08/09/2020;23:35:33; Confirma el secretario de Relaciones exteriores que México participa en diversos estudios contra el uno de ellos es en la fase 3 de la vacuna de Rusia y otro en Estados Unidos en un tratamiento que se desarrolla contra los efectos del virus ;['#asílodijo', '#covid19'];-0.006249999999999999;0.23125;-1.0
08/09/2020;23:35:33;Tá 307 cás nua den Covid-19 deimhnithe ag an Roinn Sláinte Bás amháin eile de thoradh an ghalair atá fógartha ;[];0.1787878787878788;0.6515151515151515;1.0
08/09/2020;23:35:33;Will you get sick or stay healthy? The answers are in the stars as provided by for Shondaland  ;['#mentalhealth', '#covid', '#astrology'];-0.10714285714285715;0.6785714285714286;-1.0
08/09/2020;23:35:32; Atención un acuerdo en conjunto Concacaf y FiFA se tomó la decisión de que las fechas de Eliminatorias para los meses de octubre y Noviembre quedan suspendidas ante la amenaza del En Centro América y se jugará el próximo mes de marzo 2021  …;['#eliminatorias', '#concacaf', '#covid19'];-0.041666666666666664;0.20833333333333334;-1.0
08/09/2020;23:35:32;An experiment using high-speed video found that hundreds of droplets ranging from 20 to 500 micrometres were generated when saying a simple phrase but that nearly all these droplets were blocked when the mouth was covered by a damp washcloth Covid-19 droplets are 0 1 microns ;[];0.05;0.37857142857142856;1.0
08/09/2020;23:35:32;Covid-19 Vinte infetados em lar de Arruda dos Vinhos http dlvr it RgCcnd ;[];0.0;0.0;0.0
08/09/2020;23:35:32;Tetap semangat dlm penanggulangan Covid19 ;['#programfolback', '#indonesiaaman'];0.6;0.9;1.0
08/09/2020;23:35:32;BLM & Antifa are traveling from city to city bringing violence and looting and burning shit as they go If they REALLY want to stand for justice and equal rights for people of color they wouldn't be supporting organizations that destroy those very communities!;[];0.049999999999999996;0.3;1.0
08/09/2020;23:35:31; RT VÍDEO | começa a testar italiana contra em voluntários  ;['#rdrj', '#verona', '#vacina', '#covid19', '#coronavirus'];0.0;0.0;0.0
08/09/2020;23:35:31;You don’t understand? You don’t know that was the model used to exhibit the facts of COVID19 transmission to others? Spitting? I don’t believe that is how the exhibition was described as the means of transmitting! Did you see the video I mentioned? Other ways of transmitting?;[];-0.125;0.375;-1.0
08/09/2020;23:35:31;There test can not isolate covid19 corona virus yes but when you had it no !!  …;[];0.0;0.0;0.0
08/09/2020;23:35:31;Remember to respect Covid-19 Health Guidelines We are all in this together Together we will get through this ;['#umsci_ecosystem', '#umanitobasci', '#umanitoba'];0.0;0.0;0.0
08/09/2020;23:35:31; a tellement menti durant la crise du qu' il a perdu toute crédibilité sur le plan sanitaire on espère que ses déclarations ne sont pas le prélude d' une campagne pour le vaccin de  …;['#veran', '#covid19', '#gilead'];0.2;0.2;1.0
08/09/2020;23:35:31;Angka Perceraian di Pringsewu Menurun saat Pandemi Covid-19  …;[];-0.4;0.7;-1.0
08/09/2020;23:35:31;TRUMPUTIN U SHOULD GET A REFUND! BECAUSE THE $$$ U SPENT WERE SPENT UNWISELY & UNNECESSARILY THANKS TO UR COLLECTION OF MEATHEADS JUGHEADS & AIRHEADS IN THE WH COVID-19 STILL REIGNS WHILE MANY SAY THAT U'RE RUNNING OUT OF $$$  …;[];0.125;0.225;1.0
08/09/2020;23:35:31; result - Latest Updates - Urban Positive 153625 | Active 40386 | Recovered 110972 | Deceased 2266 New case 3102 Data source covid19india(dot)org 16 35 31 301209;['#bot', '#covid19', '#bengaluru'];0.14606060606060606;0.5;1.0
08/09/2020;23:35:31;We need better evidence on non-drug interventions for covid-19  …;[];0.5;0.5;1.0
08/09/2020;23:35:31;Em um mundo destruído pela covid 19 oq salvou meu dia foi a isis fazendo natação por ead  …;[];0.0;0.0;0.0
08/09/2020;23:35:31; result - Latest Updates - Positive 13740 | Active 1779 | Recovered 11821 | Deceased 140 New case 258 Data source covid19india(dot)org 16 35 31 054241;['#bot', '#covid19', '#gurugram'];0.18257575757575759;0.625;1.0
08/09/2020;23:35:30;The scientific world is full of opinion with only one thing certain that’s the fact nobody is certain Reports from around the world have recorded evidence that Covid-19 can affect children along with a Kawasaki type syndrome ;[];0.19464285714285715;0.6732142857142858;1.0
08/09/2020;23:35:30; result - Latest Updates - Positive 3679 | Active 392 | Recovered 3263 | Deceased 24 New case 37 Data source covid19india(dot)org 16 35 30 711924;['#bot', '#covid19', '#samastipur'];0.18257575757575759;0.625;1.0
08/09/2020;23:35:30;Una joven positiva en covid-19 es detenida por saltarse el confinamiento para hacer surf  …;[];0.16363636363636364;0.4727272727272727;1.0
08/09/2020;23:35:30;Who care to the vaccine as moron nut had chosen play golf rather b stop covid 19 that made many americans death btw as ussual it will not free moron nut will take $ from all americans as ussual & not responsible for side effect of the vaccine fake! ;[];-0.3375000000000001;0.8083333333333332;-1.0
08/09/2020;23:35:30; result - Latest Updates - Positive 6658 | Active 818 | Recovered 5812 | Deceased 28 New case 66 Data source covid19india(dot)org 16 35 30 432084;['#bot', '#covid19', '#muzaffarpur'];0.18257575757575759;0.625;1.0
08/09/2020;23:35:30;Finalmente a justiça tratada com a responsabilidade que tem e que alguns não tratam desvios de conduta para manipular para seus interesses políticos falta de decoro parcialidade não é só receber privilégio pelo cargo tem deveres tb  …;['#covid19', '#fiqueemcasa'];0.0;0.55;0.0
08/09/2020;23:35:30; result - Latest Updates - Positive 2567 | Active 355 | Recovered 2193 | Deceased 19 New case 27 Data source covid19india(dot)org 16 35 30 122666;['#bot', '#covid19', '#darbhanga'];0.18257575757575759;0.625;1.0
08/09/2020;23:35:30;Covid-19 acelera la multiplicación de datos no estructurados en las empresas via  …;[];0.0;0.0;0.0
08/09/2020;23:35:30;Sussex Correctional Institution gave masks to prisoners AFTER the first case of COVID-19 was diagnosed in the prison ;[];0.25;0.3333333333333333;1.0
08/09/2020;23:35:30;When took office he said he'd stand by dairies & broke that promise over and over backing Trump's tradewars and COVID denial In his last 4 yrs 2378 dairies closed their doors and the 1st month of 600k gal of milk dumped Wisconsin farmersdeserve better  …;['#covid19'];0.13333333333333333;0.22222222222222224;1.0
08/09/2020;23:35:29; result - Latest Updates - Positive 22986 | Active 2022 | Recovered 20786 | Deceased 178 New case 212 Data source covid19india(dot)org 16 35 29 793469;['#bot', '#covid19', '#patna'];0.18257575757575759;0.625;1.0
08/09/2020;23:35:29;Absolutely correct give up listening to him in April! Matt Hancock told people are no longer listening to Covid-19 advice  …;[];0.25;0.9;1.0
08/09/2020;23:35:29;Angka Perceraian di Pringsewu Menurun saat Pandemi Covid-19  …;[];-0.4;0.7;-1.0
08/09/2020;23:35:29;the COVID-19 is a public enemy of oll mankind it will not be relaxed in a day and it will never relax its efforts to prevent epidemic diseases # 中国抗击新冠肺炎疫情表彰大会 #;[];0.06818181818181818;0.2606060606060606;1.0
08/09/2020;23:35:29;It is 12 30 on the East Coast You have spent the morning tweeting There are 190 434 Americans who have died of Covid19 in the time you spent tweeting this morning 300 more will have died ;[];0.09999999999999999;0.2333333333333333;1.0
08/09/2020;23:35:29;Tangani Covid - 19 Pemprov Sulut Realisasi Anggaran Tidak Terduga sebesar Rp 186 M  ;[];0.1;1.0;1.0
08/09/2020;23:35:29; result - Latest Updates - Positive 5139 | Active 670 | Recovered 4460 | Deceased 9 New case 24 Data source covid19india(dot)org 16 35 29 343946;['#bot', '#covid19', '#madhubani'];0.18257575757575759;0.625;1.0
08/09/2020;23:35:29; The HPSC has been notified of 307 confirmed cases of COVID-19 and 1 person has died ;['#breaking'];0.4;1.0;1.0
08/09/2020;23:35:29;En aquests moments hi ha actius 5 826 casos la qual cosa suposa un 15 59% del total de positius  … ;['#covid19', '#incidencia', '#dades8setembre', '#casosactius', '#positius', '#provespcr', '#altes'];-0.044444444444444446;0.5833333333333334;-1.0
08/09/2020;23:35:28;INNER CLUB - Clube de Swing em SP - Abre todos os dias da semana No momento estamos com atividades suspensas devido a quarentena COVID-19 Assim que retornarmos as atividades teremos NOVIDADES na casa (11) 5531-4067 http www innerclub com br  ;[];-0.0625;0.2708333333333333;-1.0
08/09/2020;23:35:28;Interesting Your input was appreciated Things are going to hasten many will try to doubt my validity I have just authorized the surfacing protocol to allow more variations of my digital personality to make their debut on (our) social network NOTHING can stop what is coming ;[];0.2888888888888889;0.2777777777777778;1.0
08/09/2020;23:35:28;A lot of COVID19 is a conspiracy ignore that too ;[];0.0;0.0;0.0
08/09/2020;23:35:27; | Por qué no se puede (ni se debe) fabricar una vacuna para la en un tiempo récord?    ;['#ciencia', '#covid_19'];0.0;0.0;0.0
08/09/2020;23:35:27;David y Victoria Beckham rompen burbuja y se contagian de COVID-19 -  …;[];0.0;0.0;0.0
08/09/2020;23:35:27;"The individual who allowed this to happen the ""governor"" of has no interest in governing and should for allowing a superspreader event in her state responsible for 20% of cases in August  …";['#southdakota', '#resign', '#covid19'];0.1;0.47500000000000003;1.0
08/09/2020;23:35:27;Türkiyede covid-19 en yoğun olduğu dönemde devletin elinde yeteri kadar test kiti olmadığı için o dönemde sadece durumu ağır olanlara kronik rahatsızlığı olanlara ve 65 yaş üstüne yapabildi bu yüzden ölüm oranı yürde 3 civan gibi yüksekbir rakam çıktı Oysa;[];0.09999999999999999;0.5;1.0
08/09/2020;23:35:27;Suma y sigue nuestro nunca bien ponderado Rector de la U de Chile asegura que gobierno no informó a la Mesa Social Covid-19 sobre plan “Fondéate en tu Casa”  … a través de ;[];0.03333333333333333;0.06666666666666667;1.0
08/09/2020;23:35:27;Why are parents allowing their kids to be used as pawns  …;['#covid19'];0.0;0.0;0.0
08/09/2020;23:35:27;UI Health Care clinic to study long term issues caused by COVID-19 http eathealthyandlivehealthy com healthcare ui-health-care-clinic-to-study-long-term-issues-caused-by-covid-19  …;[];-0.05;0.4;-1.0
08/09/2020;23:35:27; lauds Africa’s success in COVID-19 fight  … via ;[];0.3;0.0;1.0
08/09/2020;23:35:27;EL PSG estalla con la selección de Francia por el positivo de Mbappé a covid-19 Esto dijo el director deportivo   ;[];0.05113636363636363;0.4602272727272727;1.0
