23:35:41, 1, 0, 0
23:35:40, 8, 0, 0
23:35:39, 0, 7, 0
23:35:38, 0, 0, 2
23:35:37, 0, 8, 0
23:35:36, 0, 6, 0
23:35:35, 5, 0, 0
23:35:34, 0, 4, 0
23:35:33, 7, 0, 0
23:35:32, 0, 0, 5
23:35:31, 0, 11, 0
23:35:30, 10, 0, 0
23:35:29, 9, 0, 0
23:35:28, 0, 0, 3
23:35:27, 0, 10, 0
23:35:26, 0, 0, 4
23:35:25, 7, 0, 0
23:35:24, 5, 0, 0
23:35:23, 0, 3, 0
23:35:22, 4, 0, 0
23:35:21, 5, 0, 0
23:35:20, 3, 0, 0
23:35:19, 0, 0, 5
23:35:18, 9, 0, 0
23:35:17, 5, 0, 0
23:35:16, 7, 0, 0
23:35:15, 8, 0, 0
23:35:14, 1, 0, 0
23:35:13, 10, 0, 0
23:35:12, 0, 0, 2
23:35:11, 0, 2, 0
23:35:10, 5, 0, 0
23:35:09, 5, 0, 0
23:35:08, 2, 0, 0
23:35:07, 0, 0, 11
23:35:06, 10, 0, 0
23:35:05, 8, 0, 0
23:35:04, 7, 0, 0
23:35:03, 0, 0, 27
23:35:02, 9, 0, 0
23:35:01, 8, 0, 0
23:35:00, 0, 0, 22
23:34:59, 0, 3, 0
23:34:58, 0, 0, 3
23:34:57, 0, 10, 0
23:34:56, 3, 0, 0
23:34:55, 0, 7, 0
23:34:54, 4, 0, 0
23:34:53, 3, 0, 0
23:34:52, 0, 3, 0
23:34:51, 0, 3, 0
23:34:50, 2, 0, 0
23:34:49, 4, 0, 0
23:34:48, 0, 6, 0
23:34:47, 0, 4, 0
23:34:46, 0, 7, 0
23:34:45, 0, 9, 0
23:34:44, 3, 0, 0
23:34:43, 2, 0, 0
23:34:42, 0, 8, 0
23:34:41, 0, 3, 0
23:34:40, 0, 0, 3
23:34:39, 8, 0, 0
23:34:38, 0, 2, 0
23:34:37, 0, 0, 6
23:34:36, 0, 3, 0
23:34:35, 7, 0, 0
23:34:34, 0, 0, 2
23:34:33, 0, 5, 0
23:34:32, 0, 2, 0
23:34:31, 0, 6, 0
23:34:30, 0, 3, 0
23:34:29, 0, 4, 0
23:34:28, 4, 0, 0
23:34:27, 0, 0, 6
23:34:26, 10, 0, 0
23:34:25, 0, 5, 0
23:34:24, 4, 0, 0
23:34:23, 0, 0, 3
23:34:22, 5, 0, 0
23:34:21, 5, 0, 0
23:34:20, 0, 7, 0
23:34:19, 3, 0, 0
23:34:18, 0, 0, 3
23:34:17, 4, 0, 0
23:34:16, 0, 4, 0
23:34:15, 7, 0, 0
23:34:14, 5, 0, 0
23:34:13, 2, 0, 0
23:34:12, 4, 0, 0
23:34:11, 0, 4, 0
23:34:10, 0, 6, 0
23:34:09, 7, 0, 0
23:34:08, 4, 0, 0
23:34:07, 0, 8, 0
23:34:06, 0, 6, 0
23:34:05, 0, 0, 5
23:34:04, 0, 0, 9
23:34:03, 6, 0, 0
23:34:02, 0, 5, 0
23:34:01, 6, 0, 0
23:34:00, 14, 0, 0
23:33:59, 0, 3, 0
23:33:58, 6, 0, 0
23:33:57, 0, 0, 4
23:33:56, 3, 0, 0
23:33:55, 0, 1, 0
23:33:54, 0, 4, 0
23:33:53, 0, 0, 3
23:33:52, 0, 4, 0
23:33:51, 0, 0, 10
23:33:50, 0, 0, 5
23:33:49, 0, 0, 3
23:33:48, 3, 0, 0
23:33:47, 4, 0, 0
23:33:46, 3, 0, 0
23:33:45, 6, 0, 0
23:33:44, 4, 0, 0
23:33:43, 6, 0, 0
23:33:42, 0, 5, 0
23:33:41, 1, 0, 0
23:33:40, 0, 3, 0
23:33:39, 3, 0, 0
23:33:38, 0, 4, 0
23:33:37, 3, 0, 0
23:33:36, 3, 0, 0
23:33:35, 5, 0, 0
23:33:34, 6, 0, 0
23:33:33, 6, 0, 0
23:33:32, 0, 7, 0
23:33:31, 4, 0, 0
23:33:30, 0, 2, 0
23:33:29, 6, 0, 0
23:33:28, 3, 0, 0
23:33:27, 0, 0, 6
23:33:26, 0, 7, 0
23:33:25, 0, 4, 0
23:33:24, 4, 0, 0
23:33:23, 7, 0, 0
23:33:22, 5, 0, 0
23:33:21, 2, 0, 0
23:33:20, 0, 6, 0
23:33:19, 0, 0, 3
23:33:18, 4, 0, 0
23:33:17, 0, 0, 1
23:33:16, 4, 0, 0
23:33:15, 0, 5, 0
23:33:14, 5, 0, 0
23:33:13, 0, 4, 0
23:33:12, 0, 8, 0
23:33:11, 3, 0, 0
23:33:10, 0, 6, 0
23:33:09, 3, 0, 0
23:33:08, 0, 0, 7
23:33:07, 6, 0, 0
23:33:06, 4, 0, 0
23:33:05, 0, 5, 0
23:33:04, 0, 10, 0
23:33:03, 7, 0, 0
23:33:02, 9, 0, 0
23:33:01, 0, 0, 4
23:33:00, 9, 0, 0
23:32:59, 4, 0, 0
23:32:58, 0, 5, 0
23:32:57, 4, 0, 0
23:32:56, 0, 0, 2
23:32:55, 4, 0, 0
23:32:54, 0, 0, 8
23:32:53, 0, 0, 6
23:32:52, 0, 6, 0
23:32:51, 0, 0, 6
23:32:50, 6, 0, 0
23:32:49, 0, 0, 7
23:32:48, 0, 0, 3
23:32:47, 9, 0, 0
23:32:46, 4, 0, 0
23:32:45, 4, 0, 0
23:32:44, 0, 5, 0
23:32:43, 0, 5, 0
23:32:42, 4, 0, 0
23:32:41, 0, 0, 5
23:32:40, 5, 0, 0
23:32:39, 0, 0, 2
23:32:38, 0, 8, 0
23:32:37, 5, 0, 0
23:32:36, 0, 5, 0
23:32:35, 0, 3, 0
23:32:34, 5, 0, 0
23:32:33, 0, 0, 9
23:32:32, 0, 9, 0
23:32:31, 0, 0, 6
23:32:30, 0, 0, 6
23:32:29, 8, 0, 0
23:32:28, 4, 0, 0
23:32:27, 0, 0, 3
23:32:26, 0, 4, 0
23:32:25, 4, 0, 0
23:32:24, 0, 2, 0
23:32:23, 5, 0, 0
23:32:22, 0, 2, 0
23:32:21, 0, 8, 0
23:32:20, 3, 0, 0
23:32:19, 0, 8, 0
23:32:18, 2, 0, 0
23:32:17, 0, 4, 0
23:32:16, 6, 0, 0
23:32:15, 0, 7, 0
23:32:14, 1, 0, 0
23:32:13, 0, 5, 0
23:32:12, 0, 2, 0
23:32:11, 5, 0, 0
23:32:10, 3, 0, 0
23:32:09, 0, 5, 0
23:32:08, 0, 2, 0
23:32:07, 3, 0, 0
23:32:06, 0, 0, 4
23:32:05, 0, 2, 0
23:32:04, 0, 6, 0
23:32:03, 0, 0, 6
23:32:02, 0, 8, 0
23:32:01, 0, 0, 5
23:32:00, 0, 6, 0
23:31:59, 0, 0, 3
23:31:58, 2, 0, 0
23:31:57, 0, 2, 0
23:31:56, 0, 8, 0
23:31:55, 0, 3, 0
23:31:54, 0, 8, 0
23:31:53, 0, 0, 7
23:31:52, 4, 0, 0
23:31:51, 3, 0, 0
23:31:50, 3, 0, 0
23:31:49, 0, 3, 0
23:31:48, 5, 0, 0
23:31:47, 3, 0, 0
23:31:46, 8, 0, 0
23:31:45, 0, 11, 0
23:31:44, 1, 0, 0
23:31:43, 0, 3, 0
23:31:42, 0, 3, 0
23:31:41, 4, 0, 0
23:31:40, 0, 5, 0
23:31:39, 0, 6, 0
23:31:38, 1, 0, 0
23:31:37, 0, 0, 6
23:31:36, 5, 0, 0
23:31:35, 0, 0, 3
23:31:34, 4, 0, 0
23:31:33, 0, 3, 0
23:31:32, 0, 6, 0
23:31:31, 0, 8, 0
23:31:30, 0, 0, 3
23:31:29, 0, 3, 0
23:31:28, 0, 4, 0
23:31:27, 0, 0, 2
23:31:26, 5, 0, 0
23:31:25, 0, 1, 0
23:31:23, 3, 0, 0
23:31:22, 0, 0, 4
23:31:21, 0, 0, 4
23:31:20, 3, 0, 0
23:31:19, 2, 0, 0
23:31:18, 0, 8, 0
23:31:17, 0, 5, 0
23:31:16, 4, 0, 0
23:31:15, 7, 0, 0
23:31:14, 5, 0, 0
23:31:13, 10, 0, 0
23:31:12, 0, 4, 0
23:31:11, 0, 0, 6
23:31:10, 0, 11, 0
23:31:09, 0, 11, 0
23:31:08, 4, 0, 0
23:31:07, 0, 6, 0
23:31:06, 0, 0, 6
23:31:05, 5, 0, 0
23:31:04, 0, 0, 5
23:31:03, 5, 0, 0
23:31:02, 13, 0, 0
23:31:01, 0, 3, 0
23:31:00, 0, 0, 15
23:30:59, 6, 0, 0
23:30:58, 0, 4, 0
23:30:57, 0, 5, 0
23:30:56, 5, 0, 0
23:30:55, 3, 0, 0
23:30:54, 8, 0, 0
23:30:53, 0, 7, 0
23:30:52, 3, 0, 0
23:30:51, 3, 0, 0
23:30:50, 0, 5, 0
23:30:49, 0, 7, 0
23:30:48, 0, 0, 2
23:30:47, 4, 0, 0
23:30:46, 0, 6, 0
23:30:45, 0, 0, 4
23:30:44, 0, 4, 0
23:30:43, 6, 0, 0
23:30:42, 0, 6, 0
23:30:41, 0, 12, 0
23:30:40, 4, 0, 0
